1, 1, 1 Kr, Austria, data\image\Austria\1 Kr 1850.PNG
2, 1, 2 Kr, Austria, data\image\Austria\2 Kr 1850.PNG
3, 1, 3 Kr, Austria, data\image\Austria\3 Kr 1850.PNG
4, 1, 6 Kr, Austria, data\image\Austria\6 Kr 1850.PNG
5, 1, 9 Kr, Austria, data\image\Austria\9 Kr 1850.PNG
