stamp_id,photo_path_type,photo_path_type,description,type_name,color,paper,perforation,plate_flaw,catalog_price_superb **,catalog_price_extra_fine,catalog_price_very_fine *,catalog_price_fine,catalog_price_avg (*),catalog_price_poor,catalog_price_post_cover,,,,,
56,,,hnědopurpurová,a,brown-purple,white and smooth paper (z),10,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,white and smooth paper (z),10,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,white and smooth paper (z),10,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,white and smooth paper (z),10,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,white and smooth paper (z),10,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,white and smooth paper (z),10,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,white and smooth paper (z),10,,,,,,,,,,,,,
63,,,zelenoolivová,a,green-left,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,grey-brown,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,paper thin and translucent (x),10,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),10,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),10,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,paper thin and translucent (x),10,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,paper thin and translucent (x),11,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),11,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),11,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,paper thin and translucent (x),11,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),10,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),10,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),10,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),10,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),11,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),11,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),11,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),11,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),10,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),10,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),10,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),10,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),11,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),11,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),11,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),11,,,,,,,,,,,,,
63,,,zelenoolivová,a,greenish olive,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
64,,,středně šedo modrá,a,medium grey-blue,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
65,,,matná siena,a,matt sienna,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
66,,,zařívě šedo hnědá,a,greyish brown,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),12 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),10,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),10,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),10 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),11,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),11,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,paper thin and translucent (x),13 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),12 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),10,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),10,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),10 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),11,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),11,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,greyish and soft paper (y),13 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),12 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),10,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),10,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),10 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),11,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),11,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),11 1/2,,,,,,,,,,,,,
67,,,tmavě fialovošedá,a,dark purple-grey,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
68,,,zelená,a,green,white and smooth paper (z),13 1/2,,,,,,,,,,,,,
